cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
1700,2,1,11,0.223,3252,4,0.888,1
1490,2,1,11,0.067,3468,4,0.943,1
1154,2,1,11,0.577,2461,6,0.943,1
1695,5,1,11,0.218,3541,4,0.943,1
1843,5,1,11,0.287,3355,6,0.943,1
1317,2,1,11,0.55,2941,6,0.888,1
1387,2,1,11,0.1,3116,4,0.943,1
1684,2,1,11,0.036,3286,4,0.888,1
1314,5,1,11,0.653,3089,6,0.888,1
1527,2,1,11,0.12,3284,4,0.888,1
1533,5,1,11,0.195,2665,6,0.888,1
1351,5,1,11,0.43,2900,6,0.888,1
1495,2,1,11,0.355,3363,4,0.943,1
1463,5,1,11,0.124,3362,6,0.888,1
1504,5,1,11,0.239,3144,4,0.943,1
1334,5,1,11,0.573,2228,6,0.943,1
1181,2,1,11,0.398,2862,4,0.888,1
1421,5,1,11,0.032,3077,4,0.888,1
1209,2,1,11,0.299,2931,4,0.888,1
1429,2,1,11,0.148,3160,6,0.888,1
1516,2,1,11,0.187,3155,6,0.943,1
1772,2,1,11,0.219,2562,4,0.943,1
1775,5,1,11,0.136,3280,6,0.888,1
1551,5,1,11,0.104,3296,6,0.943,1
1522,2,1,11,0,3310,4,0.943,1
1561,5,1,11,0.048,3373,4,0.943,1
1526,5,1,11,0.164,3000,6,0.888,1
1490,5,1,11,0.303,3199,6,0.943,1
1206,2,1,11,0.14,3464,4,0.888,1
1798,5,1,11,0.055,3243,6,0.943,1
1353,5,1,11,0.156,2922,4,0.888,1
701,5,1,6,0.772,710,7,0.943,1
520,5,1,6,0.951,602,12,0.888,1
488,5,1,6,0.705,680,12,0.888,1
522,5,1,11,0.876,615,12,0.943,1
580,5,1,11,0.776,560,7,0.943,1
495,5,1,6,1.107,565,12,0.888,1
404,5,1,11,1.437,455,12,0.943,1
483,5,1,11,1.099,589,12,0.888,1
520,5,1,6,1.083,627,7,0.943,1
516,5,1,6,1.031,565,12,0.888,1
490,5,1,11,1.051,560,7,0.943,1
495,5,1,11,1.043,641,7,0.888,1
484,5,1,6,1.266,541,12,0.888,1
612,5,1,6,0.939,593,12,0.888,1
687,5,1,11,0.756,653,7,0.943,1
531,5,1,11,1.023,553,7,0.888,1
459,5,1,11,1.433,510,12,0.888,1
424,5,1,6,1.158,620,7,0.888,1
244,5,1,11,1.684,503,7,0.943,1
597,5,1,6,0.824,589,12,0.888,1
447,5,1,11,1.222,556,7,0.888,1
428,5,1,11,1.083,594,12,0.943,1
454,5,1,11,0.975,579,12,0.943,1
366,5,1,6,0.828,580,12,0.943,1
538,5,1,11,1.146,595,7,0.888,1
466,5,1,11,1.405,550,7,0.943,1
603,5,1,6,1.023,678,7,0.943,1
527,5,1,11,1.047,593,7,0.943,1
426,5,1,11,1.317,588,12,0.943,1
291,5,1,6,1.158,531,7,0.888,1
509,5,1,11,1.003,648,7,0.943,1
432,5,1,6,0.975,614,7,0.943,1
475,5,1,11,1.035,612,12,0.943,1
471,5,1,11,0.625,702,7,0.888,1
503,5,1,11,0.916,673,7,0.943,1
557,5,1,6,0.876,623,12,0.943,1
355,5,1,11,1.349,552,7,0.888,1
447,5,1,6,1.501,525,7,0.943,1
575,5,1,11,0.868,637,7,0.888,1
562,5,1,11,1.393,581,12,0.943,1
665,5,1,11,0.88,660,7,0.943,1
547,5,1,11,0.932,617,12,0.888,1
489,5,1,11,1.317,553,7,0.943,1
524,5,1,11,0.935,626,7,0.943,1
492,5,1,6,0.892,599,12,0.943,1
621,5,1,6,1.115,612,12,0.888,1
470,5,1,11,1.302,609,12,0.943,1
484,5,1,11,1.103,550,12,0.943,1
503,5,1,11,1.282,558,12,0.888,1
583,5,1,11,0.852,649,7,0.943,1
520,5,1,6,1.035,617,7,0.888,1
561,5,1,6,1.142,595,7,0.943,1
536,5,1,11,1.107,599,12,0.888,1
598,5,1,11,1.051,596,12,0.943,1
636,5,1,11,0.804,640,7,0.888,1
575,5,1,6,0.904,614,12,0.943,1
468,5,1,11,0.88,620,7,0.943,1
317,5,1,6,1.043,522,7,0.943,1
371,5,1,11,1.329,482,12,0.888,1
414,5,1,6,0.947,645,12,0.943,1
609,5,1,6,1.182,564,12,0.888,1
657,5,1,11,0.967,675,12,0.888,1
557,5,1,6,0.9,629,12,0.943,1
496,5,1,6,1.254,548,7,0.943,1
584,5,1,6,1.039,574,12,0.943,1
549,5,1,11,0.884,592,7,0.888,1
472,5,1,6,1.266,577,7,0.943,1
527,5,1,6,1.015,601,7,0.943,1
533,5,1,6,0.955,639,7,0.888,1
444,5,1,11,1.349,588,7,0.943,1
543,5,1,11,1.238,598,7,0.888,1
421,5,1,11,1.226,559,12,0.943,1
463,5,1,6,1.242,577,7,0.943,1
683,5,1,11,0.932,680,7,0.888,1
492,5,1,11,1.282,584,12,0.888,1
441,5,1,6,0.756,641,7,0.888,1
415,5,1,6,1.341,556,12,0.943,1
318,5,1,11,1.011,493,7,0.943,1
546,5,1,11,0.939,584,7,0.888,1
567,5,1,6,1.091,602,12,0.888,1
609,5,1,11,0.677,668,7,0.943,1
464,5,1,6,0.967,658,7,0.888,1
511,5,1,11,1.266,639,7,0.888,1
466,5,1,11,1.413,521,12,0.943,1
517,5,1,11,1.166,618,12,0.888,1
398,5,1,6,1.107,528,12,0.943,1
682,5,1,6,0.828,640,12,0.888,1
582,5,1,6,1.075,660,12,0.943,1
458,5,1,6,1.214,506,12,0.888,1
585,5,1,6,0.637,631,7,0.888,1
595,5,1,11,0.601,669,7,0.943,1
375,5,1,11,1.337,492,12,0.943,1
333,5,1,6,1.222,524,12,0.943,1
655,5,1,6,0.959,660,12,0.943,1
492,5,1,11,0.951,607,7,0.888,1
485,5,1,11,1.007,549,12,0.943,1
560,5,1,11,0.892,581,7,0.943,1
393,5,1,11,1.306,519,12,0.888,1
407,5,1,6,0.721,649,12,0.943,1
487,5,1,11,1.266,553,7,0.888,1
605,5,1,11,0.908,687,12,0.943,1
611,5,1,6,0.784,673,12,0.943,1
628,5,1,11,0.88,640,12,0.943,1
443,5,1,6,1.019,557,12,0.943,1
462,5,1,11,1.182,597,12,0.943,1
531,5,1,6,0.975,590,12,0.888,1
620,5,1,11,0.884,670,12,0.943,1
423,5,1,11,1.166,605,12,0.888,1
462,5,1,6,1.357,623,12,0.888,1
473,5,1,6,1.302,576,12,0.943,1
504,5,1,6,1.123,523,7,0.943,1
476,5,1,6,1.286,587,7,0.888,1
458,5,1,11,1.246,603,7,0.888,1
472,5,1,6,1.429,568,12,0.888,1
493,5,1,6,0.947,547,12,0.888,1
397,5,1,11,1.214,517,7,0.943,1
579,5,1,6,1.123,570,12,0.943,1
595,5,1,6,1.302,585,7,0.888,1
540,5,1,6,1.377,567,12,0.888,1
593,5,1,6,0.955,620,12,0.943,1
631,5,1,6,1.266,623,7,0.943,1
569,5,1,11,1.043,607,7,0.888,1
584,5,1,6,0.88,719,12,0.888,1
601,5,1,11,0.975,606,7,0.888,1
455,5,1,11,1.182,591,12,0.888,1
541,5,1,11,1.218,590,12,0.943,1
377,5,1,6,1.119,535,7,0.943,1
492,5,1,11,1.099,594,12,0.888,1
447,5,1,11,1.226,576,7,0.888,1
328,5,1,6,1.306,556,12,0.943,1
660,5,1,6,0.776,647,7,0.888,1
459,5,1,6,1.198,537,12,0.943,1
603,5,1,6,1.103,635,7,0.888,1
422,5,1,6,0.912,629,7,0.943,1
643,5,1,11,0.784,642,7,0.888,1
464,5,1,11,0.904,559,7,0.943,1
564,5,1,6,0.947,629,12,0.888,1
567,5,1,6,0.689,636,7,0.888,1
515,5,1,11,0.729,729,7,0.888,1
464,5,1,6,1.198,591,7,0.888,1
363,5,1,6,1.317,554,12,0.888,1
567,5,1,11,0.804,638,12,0.888,1
406,5,1,11,1.146,534,7,0.888,1
441,5,1,6,1.214,607,12,0.943,1
438,5,1,11,0.959,608,7,0.888,1
549,5,1,11,0.916,654,7,0.943,1
617,5,1,6,0.729,672,7,0.888,1
487,5,1,6,1.218,566,12,0.943,1
437,5,1,6,0.943,521,12,0.888,1
528,5,1,11,1.182,612,12,0.888,1
609,5,1,11,0.808,658,7,0.888,1
453,5,1,6,1.055,553,7,0.888,1
488,5,1,11,1.134,591,7,0.888,1
671,5,1,11,1.055,604,12,0.888,1
485,5,1,11,1.003,608,12,0.943,1
592,5,1,6,0.828,674,12,0.888,1
663,5,1,6,0.912,652,7,0.888,1
429,5,1,11,1.194,571,7,0.888,1
432,5,1,6,1.031,530,12,0.888,1
557,5,1,11,1.067,612,12,0.943,1
443,5,1,11,1.242,527,7,0.888,1
538,5,1,6,1.158,601,12,0.888,1
538,5,1,6,0.864,650,12,0.943,1
607,5,1,11,1.087,643,12,0.888,1
605,5,1,11,1.019,656,7,0.943,1
558,5,1,11,1.087,534,12,0.888,1
487,5,1,6,1.035,569,12,0.943,1
612,5,1,11,0.828,640,12,0.888,1
451,5,1,11,1.166,577,12,0.888,1
687,5,1,11,0.92,627,7,0.888,1
559,5,1,11,0.808,645,7,0.943,1
386,5,1,6,1.067,487,7,0.888,1
544,5,1,6,1.238,611,7,0.888,1
547,5,1,6,0.995,621,12,0.888,1
531,5,1,6,0.995,676,7,0.888,1
508,5,1,6,1.306,598,12,0.943,1
458,5,1,11,0.995,597,12,0.888,1
392,5,1,6,1.234,578,7,0.943,1
501,5,1,11,1.079,565,12,0.943,1
650,5,1,11,0.908,722,12,0.888,1
602,5,1,11,0.991,596,7,0.888,1
451,5,1,11,1.218,619,7,0.888,1
465,5,1,11,1.214,595,7,0.943,1
510,5,1,6,1.162,572,7,0.888,1
557,5,1,11,1.162,594,7,0.888,1
454,5,1,6,1.154,523,7,0.943,1
711,5,1,11,0.824,646,12,0.943,1
550,5,1,6,1.071,617,7,0.888,1
368,5,1,11,1.142,554,7,0.943,1
474,5,1,6,0.78,688,7,0.888,1
492,5,1,6,1.15,558,12,0.943,1
458,5,1,11,1.341,547,7,0.888,1
433,5,1,6,1.087,574,7,0.943,1
411,5,1,6,0.967,630,7,0.943,1
571,5,1,11,1.186,618,7,0.943,1
500,5,1,6,1.21,574,12,0.888,1
387,5,1,6,1.568,496,12,0.888,1
459,5,1,11,0.975,568,7,0.888,1
560,5,1,11,1.25,570,12,0.888,1
570,5,1,6,1.015,603,7,0.943,1
526,5,1,11,1.115,645,7,0.943,1
497,5,1,11,1.19,569,7,0.943,1
619,5,1,6,0.947,586,7,0.943,1
513,5,1,6,0.995,620,12,0.888,1
628,5,1,6,0.725,652,12,0.888,1
432,5,1,6,1.075,591,12,0.943,1
393,5,1,6,1.158,636,12,0.888,1
489,5,1,6,1.039,591,7,0.888,1
520,5,1,11,0.609,680,7,0.888,1
529,5,1,6,0.999,569,7,0.943,1
391,5,1,6,1.071,568,7,0.943,1
543,5,1,11,1.103,578,12,0.943,1
528,5,1,6,1.17,587,12,0.888,1
599,5,1,6,0.88,673,12,0.943,1
618,5,1,11,0.697,737,12,0.943,1
596,5,1,6,0.951,635,7,0.888,1
571,5,1,6,0.951,559,7,0.888,1
610,5,1,6,1.011,614,7,0.943,1
470,5,1,6,0.979,546,7,0.888,1
507,5,1,11,1.381,484,7,0.943,1
367,5,1,11,1.449,503,7,0.943,1
504,5,1,11,1.25,559,12,0.888,1
520,5,1,6,1.011,585,7,0.888,1
501,5,1,11,1.126,594,7,0.888,1
421,5,1,6,0.991,513,12,0.888,1
634,5,1,6,0.8,669,12,0.888,1
518,5,1,6,1.353,585,7,0.943,1
586,5,1,6,0.669,596,12,0.943,1
443,5,1,6,1.075,560,7,0.888,1
574,5,1,6,0.864,647,12,0.888,1
478,5,1,11,1.222,543,12,0.943,1
471,5,1,11,0.832,623,12,0.888,1
504,5,1,11,1.15,555,12,0.943,1
529,5,1,11,1.007,635,7,0.943,1
476,5,1,11,1.186,620,7,0.888,1
489,5,1,6,1.051,561,12,0.888,1
678,5,1,11,0.904,586,7,0.943,1
494,5,1,11,0.844,643,12,0.943,1
332,5,1,6,1.329,466,7,0.888,1
454,5,1,6,0.884,652,12,0.943,1
508,5,1,11,0.816,647,12,0.888,1
508,5,1,6,1.055,586,12,0.943,1
453,5,1,6,0.852,631,7,0.888,1
464,5,1,11,1.051,642,12,0.888,1
435,5,1,6,1.198,575,7,0.943,1
567,5,1,6,1.17,504,12,0.943,1
571,5,1,6,0.812,667,12,0.888,1
487,5,1,11,1.162,579,7,0.888,1
451,5,1,11,1.612,599,7,0.888,1
534,5,1,11,1.353,653,12,0.943,1
591,5,1,11,0.939,641,7,0.943,1
418,5,1,11,1.107,589,12,0.943,1
537,5,1,6,0.88,644,7,0.888,1
520,5,1,11,1.234,532,7,0.943,1
659,5,1,6,0.621,662,12,0.943,1
551,5,1,11,0.665,660,7,0.888,1
431,5,1,6,1.485,511,7,0.888,1
380,5,1,6,0.963,550,7,0.888,1
444,5,1,6,1.099,555,7,0.888,1
548,5,1,11,0.991,588,7,0.888,1
566,5,1,11,1.262,522,12,0.943,1
406,5,1,11,1.15,554,12,0.888,1
455,5,1,6,1.031,496,7,0.888,1
429,5,1,6,1.333,548,7,0.943,1
540,5,1,6,1.059,599,7,0.943,1
619,5,1,11,0.832,637,12,0.943,1
543,5,1,11,0.808,641,7,0.888,1
561,5,1,11,1.317,564,12,0.943,1
483,5,1,6,0.82,530,12,0.888,1
518,5,1,6,1.055,596,7,0.888,1
483,5,1,6,1.071,627,12,0.943,1
523,5,1,6,1.134,588,7,0.943,1
434,5,1,11,1.027,582,7,0.888,1
468,5,1,6,0.832,628,7,0.943,1
529,5,1,11,1.031,635,7,0.943,1
438,5,1,11,0.884,605,12,0.943,1
437,5,1,6,1.234,502,12,0.888,1
693,5,1,6,1.158,626,7,0.888,1
502,5,1,11,1.075,591,12,0.888,1
444,5,1,11,1.206,586,7,0.888,1
463,5,1,6,1.258,584,7,0.888,1
559,5,1,6,0.912,625,7,0.943,1
347,5,1,6,1.608,495,12,0.888,1
497,5,1,11,1.425,541,12,0.888,1
456,5,1,6,1.003,594,7,0.888,1
574,5,1,11,0.967,617,7,0.943,1
534,5,1,6,0.896,637,7,0.888,1
369,5,1,11,1.178,552,7,0.943,1
431,5,1,6,1.258,552,12,0.943,1
609,5,1,11,0.832,617,7,0.943,1
445,5,1,6,1.365,518,12,0.888,1
511,5,1,11,1.329,636,12,0.943,1
346,5,1,6,1.377,567,7,0.888,1
384,5,1,6,1.222,543,12,0.888,1
488,5,1,6,0.928,665,7,0.888,1
547,5,1,6,1.123,582,12,0.888,1
586,5,1,11,0.645,679,7,0.888,1
697,5,1,6,0.924,656,7,0.888,1
625,5,1,11,0.565,682,12,0.888,1
592,5,1,6,1.226,569,12,0.943,1
489,5,1,11,1.023,629,7,0.888,1
349,5,1,11,1.325,486,12,0.943,1
431,5,1,6,1.091,532,7,0.943,1
538,5,1,11,1.027,635,7,0.943,1
472,5,1,6,0.912,633,12,0.943,1
617,5,1,6,0.526,683,12,0.943,1
460,5,1,11,0.824,623,12,0.943,1
501,5,1,6,1.043,661,12,0.888,1
534,5,1,11,1.015,612,12,0.943,1
448,5,1,11,1.043,638,12,0.888,1
582,5,1,11,1.067,601,12,0.888,1
440,5,1,11,1.21,543,7,0.888,1
335,5,1,6,1.186,539,7,0.888,1
534,5,1,6,0.951,568,7,0.943,1
574,5,1,11,0.796,670,12,0.888,1
505,5,1,11,1.119,616,12,0.943,1
660,5,1,11,0.756,713,7,0.888,1
515,5,1,6,0.947,560,7,0.943,1
487,5,1,6,0.88,618,7,0.943,1
491,5,1,11,0.908,643,7,0.943,1
464,5,1,6,1.067,573,12,0.888,1
485,5,1,11,1.095,607,12,0.943,1
523,5,1,6,0.999,575,12,0.888,1
457,5,1,6,0.939,597,7,0.943,1
547,5,1,11,0.928,590,12,0.943,1
456,5,1,11,0.928,637,7,0.943,1
644,5,1,6,1.087,670,12,0.943,1
527,5,1,6,1.214,539,12,0.943,1
542,5,1,6,1.115,538,12,0.943,1
460,5,1,11,1.226,515,7,0.888,1
578,5,1,6,1.003,578,12,0.943,1
477,5,1,6,1.126,569,7,0.888,1
563,5,1,6,1.035,562,7,0.943,1
550,5,1,11,0.896,573,12,0.888,1
507,5,1,11,1.469,539,7,0.888,1
531,5,1,11,1.035,594,12,0.943,1
300,5,1,11,1.644,509,12,0.943,1
574,5,1,11,0.792,704,7,0.943,1
374,5,1,6,0.92,589,12,0.888,1
494,5,1,11,1.099,545,7,0.888,1
459,5,1,11,1.405,530,7,0.943,1
453,5,1,11,1.067,571,7,0.943,1
536,5,1,6,0.92,646,7,0.888,1
510,5,1,6,1.063,633,7,0.943,1
312,5,1,11,1.29,505,7,0.943,1
560,5,1,11,0.928,612,12,0.888,1
498,5,1,6,1.083,598,7,0.943,1
543,5,1,6,0.935,544,12,0.888,1
468,5,1,11,1.306,507,12,0.888,1
439,5,1,6,1.079,576,7,0.943,1
450,5,1,6,1.13,612,12,0.888,1
508,5,1,11,1.019,630,12,0.943,1
425,5,1,6,1.174,603,7,0.888,1
653,5,3,2,0.135,1346,12,0.943,0
463,2,3,2,0.418,1370,12,0.943,0
391,5,3,2,0.076,1780,12,0.943,0
472,5,3,2,0.247,1435,12,0.888,0
529,2,3,2,0.737,1207,12,0.888,0
500,5,3,2,0.868,1192,12,0.888,0
699,5,3,2,0.355,1498,12,0.888,0
348,5,3,2,0.788,1167,12,0.943,0
749,5,3,2,0.486,1626,12,0.943,0
729,5,3,2,0.322,1448,12,0.943,0
453,2,3,2,0.669,1299,12,0.888,0
611,6,3,2,0.355,1474,12,0.888,0
679,6,3,2,0.04,1580,12,0.888,0
490,5,3,2,0.935,969,12,0.888,0
402,6,3,2,0.319,1464,12,0.943,0
654,5,3,2,0.298,1515,12,0.943,0
441,2,3,2,0.756,1062,12,0.943,0
299,5,3,2,0.999,1062,12,0.888,0
772,2,3,2,0.43,1336,12,0.888,0
347,2,3,2,0.366,1250,12,0.943,0
663,2,3,2,0.135,1598,12,0.888,0
627,6,3,2,0.478,1259,12,0.888,0
563,2,3,2,0.203,1379,12,0.943,0
380,6,3,2,1.158,934,12,0.888,0
741,2,3,2,0.33,1733,12,0.888,0
606,5,3,2,0.37,1020,12,0.943,0
559,2,3,2,0.84,1134,12,0.943,0
680,6,3,2,0.335,1119,12,0.888,0
528,5,3,2,0.128,1396,12,0.943,0
589,6,3,2,0.156,1758,12,0.888,0
683,2,3,2,0.864,1099,12,0.943,0
482,6,3,2,0.792,1283,12,0.943,0
480,2,3,2,0.609,1393,12,0.888,0
267,6,3,2,1.357,883,12,0.888,0
787,6,3,2,0.382,1786,12,0.943,0
565,6,3,2,0.752,885,12,0.943,0
651,2,3,2,0.159,1519,12,0.888,0
735,6,3,2,0.625,1352,12,0.943,0
381,6,3,2,0.251,1342,12,0.888,0
397,2,3,2,0.641,1484,12,0.943,0
469,6,3,2,0.366,1315,12,0.943,0
324,2,3,2,0.764,1143,12,0.888,0
321,2,3,2,0.872,1167,12,0.888,0
578,5,3,2,0.374,1487,12,0.888,0
704,5,3,2,0.132,1416,12,0.943,0
708,2,3,2,0,1748,12,0.943,0
699,2,3,2,0.844,1175,12,0.888,0
325,5,3,2,0.649,1519,12,0.943,0
428,6,3,2,0.577,1037,12,0.888,0
580,2,3,2,0.159,1396,12,0.943,0
783,2,3,2,0.055,1338,12,0.888,0
373,6,3,2,0.908,1283,12,0.888,0
476,2,3,2,0.335,1362,12,0.943,0
533,2,3,2,0.518,956,12,0.943,0
654,5,3,2,0.426,1301,12,0.888,0
520,6,3,2,0.084,1329,12,0.943,0
481,2,3,2,0.41,1383,12,0.943,0
695,6,3,2,1.31,1107,12,0.943,0
722,5,3,2,0.171,1545,12,0.943,0
479,2,3,2,0.466,1395,12,0.943,0
526,6,3,2,1.174,1252,12,0.888,0
348,2,3,2,0.498,1189,12,0.943,0
649,2,3,2,0.152,1327,12,0.943,0
608,5,3,2,0.82,1201,12,0.943,0
487,5,3,2,1.27,981,12,0.888,0
540,2,3,2,0.876,908,12,0.888,0
837,5,3,2,0.024,1656,12,0.943,0
401,5,3,2,0.577,1225,12,0.888,0
621,5,3,2,0.585,1325,12,0.888,0
442,6,3,2,0.784,1258,12,0.943,0
628,2,3,2,0.144,1625,12,0.888,0
453,2,3,2,0.689,1402,12,0.943,0
521,6,3,2,0.418,1304,12,0.888,0
491,5,3,2,0.51,1108,12,0.943,0
651,2,3,2,0.565,1520,12,0.888,0
449,5,3,2,0.78,1000,12,0.943,0
586,6,3,2,0.561,1144,12,0.888,0
573,2,3,2,0.84,1141,12,0.943,0
436,6,3,2,0.82,1180,12,0.888,0
546,2,3,2,0.366,1458,12,0.888,0
293,6,3,2,0.359,1292,12,0.943,0
680,6,3,2,0.318,1445,12,0.888,0
705,5,3,2,0.004,1130,12,0.943,0
627,2,3,2,0.203,1759,12,0.888,0
754,6,3,2,0.928,1276,12,0.943,0
669,2,3,2,0.064,1437,12,0.943,0
503,5,3,2,0.617,1469,12,0.943,0
677,6,3,2,0.351,1618,12,0.943,0
496,5,3,2,0.506,1287,12,0.888,0
517,5,3,2,0.255,1359,12,0.888,0
545,6,3,2,0.557,1510,12,0.943,0
483,2,3,2,0.526,1131,12,0.943,0
649,6,3,2,0.08,1402,12,0.943,0
690,6,3,2,0.534,1472,12,0.888,0
403,5,3,2,0.402,1418,12,0.888,0
411,2,3,2,0.307,1212,12,0.943,0
761,5,3,2,0.37,1308,12,0.943,0
464,2,3,2,1.385,998,12,0.888,0
738,6,3,2,0.083,1655,12,0.943,0
783,2,3,2,0.294,1677,12,0.888,0
243,6,3,2,1.007,1057,12,0.943,0
558,6,3,2,0.056,1275,12,0.888,0
541,2,3,2,0.43,1435,12,0.888,0
507,6,3,2,0.438,1220,12,0.888,0
248,2,3,2,1.604,885,12,0.888,0
388,2,3,2,0.999,1061,12,0.943,0
595,5,3,2,0.363,1095,12,0.888,0
518,6,3,2,0.605,1321,12,0.943,0
526,6,3,2,0.454,1320,12,0.888,0
424,2,3,2,0.78,1062,12,0.943,0
576,2,3,2,0.068,1659,12,0.943,0
655,2,3,2,0.071,1580,12,0.943,0
510,5,3,2,0.267,1387,12,0.888,0
647,5,3,2,0.303,1306,12,0.888,0
437,2,3,2,0.816,1179,12,0.943,0
506,5,3,2,0.267,1307,12,0.943,0
614,6,3,2,0.108,1225,12,0.888,0
666,6,3,2,0.203,1207,12,0.943,0
432,5,3,2,0.657,1250,12,0.943,0
532,2,3,2,0.554,1330,12,0.888,0
485,5,3,2,0.116,1529,12,0.943,0
419,6,3,2,0.299,1434,12,0.943,0
484,2,3,2,0.06,1262,12,0.888,0
430,6,3,2,0.76,1167,12,0.888,0
477,5,3,2,0.633,1400,12,0.943,0
565,6,3,2,0.219,1221,12,0.943,0
403,6,3,2,1.234,953,12,0.888,0
513,5,3,2,0.311,1602,12,0.943,0
360,2,3,2,0.514,1178,12,0.888,0
448,2,3,2,0.271,1416,12,0.943,0
695,6,3,2,0.016,1451,12,0.888,0
623,2,3,2,0.665,1335,12,0.943,0
478,6,3,2,0.836,1225,12,0.943,0
603,6,3,2,0.649,1351,12,0.943,0
808,5,3,2,0.478,1346,12,0.943,0
655,6,3,2,0.274,1719,12,0.888,0
591,5,3,2,0.06,1497,12,0.943,0
649,2,3,2,0.226,1476,12,0.943,0
613,2,3,2,0.187,1561,12,0.888,0
666,5,3,2,0.191,1158,12,0.943,0
418,6,3,2,1.353,795,12,0.943,0
532,5,3,2,0.331,1509,12,0.888,0
533,6,3,2,0.876,1481,12,0.888,0
551,2,3,2,0.231,1281,12,0.888,0
501,2,3,2,0.538,1451,12,0.943,0
462,6,3,2,0.585,1168,12,0.888,0
473,2,3,2,1.433,1220,12,0.943,0
470,6,3,2,0.112,1474,12,0.943,0
602,2,3,2,0.665,1355,12,0.888,0
773,6,3,2,0.088,1556,12,0.943,0
533,5,3,2,0.848,1001,12,0.888,0
568,5,3,2,0.319,1354,12,0.943,0
620,6,3,2,0.124,1312,12,0.943,0
478,2,3,2,0.617,1182,12,0.888,0
669,2,3,2,0.41,1473,12,0.888,0
462,5,3,2,0.068,1464,12,0.943,0
565,2,3,2,1.047,1296,12,0.888,0
445,2,3,2,0.629,1179,12,0.888,0
542,2,3,2,0.788,1212,12,0.943,0
412,6,3,2,0.303,1467,12,0.943,0
716,5,3,2,0.374,1757,12,0.943,0
538,2,3,2,0.534,1087,12,0.888,0
469,6,3,2,0.896,1045,12,0.888,0
721,2,3,2,0.406,1602,12,0.888,0
556,6,3,2,0.522,1326,12,0.888,0
440,2,3,2,1.031,1372,12,0.888,0
520,2,3,2,0.82,1084,12,0.888,0
634,6,3,2,0.677,1427,12,0.943,0
566,2,3,2,0.546,1263,12,0.888,0
532,2,3,2,0.82,1164,12,0.888,0
472,5,3,2,0.848,1169,12,0.943,0
424,2,3,2,0.355,1120,12,0.943,0
521,6,3,2,0.991,1050,12,0.943,0
707,5,3,2,0.004,1619,12,0.888,0
472,5,3,2,0.844,1225,12,0.888,0
699,2,3,2,0.199,1635,12,0.888,0
638,6,3,2,0.16,1432,12,0.888,0
596,5,3,2,0.131,1569,12,0.943,0
395,6,3,2,0.951,903,12,0.943,0
676,2,3,2,0.784,1488,12,0.888,0
609,6,3,2,0.386,1421,12,0.888,0
505,2,3,2,0.323,1301,12,0.888,0
896,5,3,2,0.024,1464,12,0.943,0
597,2,3,2,0.183,1496,12,0.943,0
454,6,3,2,0.828,1151,12,0.943,0
809,2,3,2,0.299,1605,12,0.943,0
423,5,3,2,0.398,1459,12,0.888,0
760,2,3,2,0.124,1620,12,0.888,0
622,5,3,2,0,1430,12,0.943,0
569,5,3,2,0.112,1241,12,0.888,0
458,6,3,2,1.174,1126,12,0.888,0
296,2,3,2,0.812,1279,12,0.943,0
453,5,3,2,0.53,1447,12,0.888,0
306,6,3,2,1.126,780,12,0.888,0
760,5,3,2,0.573,1318,12,0.888,0
590,2,3,2,0.311,1531,12,0.943,0
674,6,3,2,0.625,1346,12,0.943,0
580,5,3,2,0.374,1202,12,0.943,0
435,5,3,2,0.725,1534,12,0.888,0
532,2,3,2,0.454,1326,12,0.943,0
630,2,3,2,0.199,1571,12,0.943,0
655,2,3,2,0.323,1165,12,0.888,0
465,6,3,2,1.003,1236,12,0.888,0
415,2,3,2,0.924,1074,12,0.943,0
555,2,3,2,0.152,1542,12,0.888,0
533,6,3,2,0.633,1206,12,0.888,0
701,5,3,2,0.283,1090,12,0.888,0
574,5,3,2,0.366,1307,12,0.888,0
581,6,3,2,0.51,1491,12,0.943,0
352,2,3,2,0.267,1349,12,0.943,0
630,6,3,2,0.243,1350,12,0.888,0
539,6,3,2,0.152,1502,12,0.888,0
406,5,3,2,1.158,1282,12,0.888,0
458,2,3,2,0.251,1375,12,0.943,0
549,2,3,2,0.019,1488,12,0.888,0
510,6,3,2,0.454,1204,12,0.888,0
466,5,3,2,0.144,1639,12,0.888,0
546,2,3,2,0.251,1417,12,0.888,0
751,2,3,2,0.008,1356,12,0.943,0
726,5,3,2,0.25,1286,12,0.943,0
687,6,3,2,0.052,1369,12,0.943,0
731,5,3,2,0.307,1347,12,0.888,0
605,2,3,2,0.091,1605,12,0.943,0
511,5,3,2,0.446,1403,12,0.888,0
825,2,3,2,0.362,1632,12,0.888,0
593,2,3,2,0.16,1460,12,0.888,0
545,5,3,2,0.641,1374,12,0.943,0
472,6,3,2,0.896,1253,12,0.943,0
600,2,3,2,0.514,1306,12,0.888,0
464,6,3,2,0.852,1181,12,0.943,0
532,2,3,2,0.143,1622,12,0.943,0
549,2,3,2,0.203,1268,12,0.943,0
496,2,3,2,0.187,1152,12,0.888,0
612,5,3,2,0.55,1466,12,0.888,0
528,2,3,2,1.27,898,12,0.943,0
620,2,3,2,0.458,1491,12,0.888,0
658,6,3,2,0.554,1284,12,0.888,0
