Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type
1528,7.30,0.19,0.25,1.40,0.05,41.00,107.00,0.99,3.53,0.66,10.50,7,White Wine
1450,7.40,0.39,0.48,2.00,0.08,14.00,67.00,1.00,3.34,0.55,9.20,5,Red Wine
3537,7.40,0.28,0.49,1.50,0.03,20.00,126.00,0.99,2.98,0.39,10.60,6,White Wine
6047,7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8,White Wine
4355,7.80,0.50,0.12,1.80,0.18,6.00,21.00,1.00,3.28,0.87,9.80,6,Red Wine
2694,6.40,0.28,0.27,11.00,0.04,45.00,148.00,1.00,3.14,0.46,8.70,5,White Wine
4,7.20,0.24,0.36,2.00,0.03,21.00,63.00,0.99,3.13,0.63,12.50,6,White Wine
4740,8.20,0.92,0.27,2.10,0.09,7.00,23.00,1.00,3.26,0.47,10.00,4,Red Wine
575,6.60,0.85,0.02,2.40,0.06,15.00,23.00,1.00,3.54,0.60,11.00,6,Red Wine
4083,6.30,0.22,0.28,2.40,0.04,38.00,102.00,0.99,3.14,0.37,11.60,7,White Wine
5462,8.10,0.28,0.46,15.40,0.06,32.00,177.00,1.00,3.27,0.58,9.00,4,White Wine
5607,6.30,0.23,0.33,1.50,0.04,15.00,105.00,0.99,3.32,0.42,11.20,6,White Wine
1036,7.10,0.13,0.40,1.20,0.05,54.00,134.00,0.99,3.30,0.97,9.80,7,White Wine
4098,6.80,0.27,0.28,7.80,0.04,26.00,89.00,0.99,3.24,0.34,12.50,6,White Wine
4812,6.70,0.31,0.31,4.90,0.03,20.00,151.00,0.99,3.36,0.82,12.00,7,White Wine
3712,7.10,0.60,0.01,2.30,0.08,24.00,37.00,1.00,3.40,0.61,10.90,6,Red Wine
1341,6.80,0.56,0.22,1.80,0.07,15.00,24.00,0.99,3.40,0.82,11.20,6,Red Wine
2450,6.70,0.48,0.32,1.40,0.02,22.00,121.00,0.99,3.15,0.53,12.70,7,White Wine
5868,8.00,0.20,0.30,8.10,0.04,42.00,130.00,0.99,3.10,0.67,11.80,6,White Wine
780,6.20,0.30,0.21,1.10,0.03,31.00,111.00,0.99,2.97,0.42,12.20,6,White Wine
3302,7.60,0.23,0.34,1.60,0.04,24.00,129.00,0.99,3.12,0.70,10.40,5,White Wine
59,7.10,0.20,0.41,2.10,0.05,24.00,166.00,0.99,3.48,0.62,10.50,6,White Wine
4458,8.70,0.34,0.46,13.80,0.06,68.00,198.00,1.00,3.36,0.37,9.50,6,White Wine
3805,7.40,0.25,0.36,13.20,0.07,53.00,178.00,1.00,3.01,0.48,9.00,6,White Wine
584,5.70,0.25,0.26,12.50,0.05,52.50,120.00,1.00,3.08,0.45,9.40,6,White Wine
1622,7.00,0.36,0.30,5.00,0.04,40.00,143.00,0.99,3.33,0.42,12.20,7,White Wine
4175,6.10,0.26,0.28,1.70,0.04,24.00,98.00,0.99,3.14,0.44,12.50,6,White Wine
6466,10.70,0.22,0.56,8.20,0.04,37.00,181.00,1.00,2.87,0.68,9.50,6,White Wine
5680,6.70,0.33,0.82,1.20,0.15,49.00,120.00,0.99,2.99,0.38,9.20,5,White Wine
2200,7.60,0.41,0.14,3.00,0.09,21.00,43.00,1.00,3.32,0.57,10.50,6,Red Wine
2447,6.70,0.34,0.26,1.90,0.04,58.00,138.00,0.99,3.00,0.47,12.20,7,White Wine
5282,8.40,0.62,0.09,2.20,0.08,11.00,108.00,1.00,3.15,0.66,9.80,5,Red Wine
2188,7.00,0.30,0.28,2.20,0.04,21.00,177.00,0.99,3.20,0.57,11.40,5,White Wine
6444,6.90,0.38,0.29,13.65,0.05,52.00,189.00,1.00,3.00,0.60,9.50,6,White Wine
4415,7.10,0.60,0.00,1.80,0.07,16.00,34.00,1.00,3.47,0.70,9.90,6,Red Wine
942,6.00,0.19,0.26,1.40,0.04,30.00,104.00,0.99,3.32,0.41,12.40,6,White Wine
5983,5.20,0.49,0.26,2.30,0.09,23.00,74.00,1.00,3.71,0.62,12.20,6,Red Wine
5922,15.90,0.36,0.65,7.50,0.10,22.00,71.00,1.00,2.98,0.84,14.90,5,Red Wine
4245,8.40,0.31,0.31,0.95,0.02,52.00,148.00,0.99,2.93,0.32,11.50,5,White Wine
2955,6.80,0.39,0.31,14.35,0.04,28.00,162.00,1.00,3.17,0.54,9.10,5,White Wine
4285,7.90,0.35,0.21,1.90,0.07,46.00,102.00,1.00,3.27,0.58,9.50,5,Red Wine
368,5.20,0.24,0.45,3.80,0.03,21.00,128.00,0.99,3.55,0.49,11.20,8,White Wine
6109,6.80,0.25,0.34,4.70,0.03,34.00,134.00,0.99,3.21,0.38,10.60,6,White Wine
3731,7.30,0.26,0.31,1.60,0.04,39.00,173.00,0.99,3.19,0.51,11.40,6,White Wine
249,8.50,0.15,0.49,1.50,0.03,17.00,122.00,0.99,3.03,0.40,10.30,6,White Wine
1031,6.40,0.22,0.32,7.20,0.03,15.00,83.00,0.99,3.13,0.55,10.90,8,White Wine
2216,8.70,0.70,0.24,2.50,0.23,5.00,15.00,1.00,3.32,0.60,9.00,6,Red Wine
6095,6.40,0.14,0.28,7.90,0.06,21.00,82.00,0.99,3.26,0.36,10.00,6,White Wine
849,5.60,0.26,0.18,1.40,0.03,18.00,135.00,0.99,3.32,0.35,10.20,6,White Wine
923,5.70,0.26,0.27,4.10,0.20,73.50,189.50,0.99,3.27,0.38,9.40,6,White Wine
1206,7.20,0.36,0.46,2.10,0.07,24.00,44.00,1.00,3.40,0.85,11.00,7,Red Wine
3528,6.10,0.30,0.56,2.80,0.04,47.00,179.00,0.99,3.30,0.57,10.90,7,White Wine
4065,5.50,0.31,0.29,3.00,0.03,16.00,102.00,0.99,3.23,0.56,11.20,6,White Wine
1786,7.30,0.27,0.30,1.30,0.04,26.00,84.00,0.99,3.28,0.53,10.70,6,White Wine
6320,7.00,0.22,0.26,1.10,0.04,20.00,71.00,0.99,3.10,0.38,11.70,6,White Wine
6384,6.50,0.26,0.34,1.40,0.04,25.00,184.00,0.99,3.29,0.46,10.70,5,White Wine
5058,8.20,0.28,0.40,2.40,0.05,4.00,10.00,0.99,3.33,0.70,12.80,7,Red Wine
1224,6.70,0.11,0.34,8.80,0.04,41.00,113.00,1.00,3.42,0.40,9.30,7,White Wine
4494,5.90,0.21,0.23,7.90,0.03,22.00,130.00,0.99,3.38,0.59,10.90,6,White Wine
3053,7.60,0.13,0.34,9.30,0.06,40.00,126.00,1.00,3.21,0.39,9.60,5,White Wine
4288,7.10,0.44,0.62,11.80,0.04,52.00,152.00,1.00,3.12,0.46,8.70,6,White Wine
3788,7.10,0.21,0.30,1.40,0.04,45.00,143.00,0.99,3.13,0.33,9.90,6,White Wine
6108,7.10,0.20,0.30,0.90,0.02,4.00,28.00,0.99,3.20,0.36,12.00,6,White Wine
2207,7.00,0.43,0.36,1.60,0.09,14.00,37.00,1.00,3.34,0.56,9.20,6,Red Wine
6131,6.40,0.38,0.26,8.20,0.04,28.00,98.00,0.99,2.99,0.31,11.40,6,White Wine
6443,6.80,0.33,0.28,1.20,0.03,38.00,131.00,0.99,3.19,0.41,13.00,6,White Wine
3570,10.10,0.28,0.46,1.80,0.05,5.00,13.00,1.00,3.04,0.79,10.20,6,Red Wine
5658,5.00,1.04,0.24,1.60,0.05,32.00,96.00,0.99,3.74,0.62,11.50,5,Red Wine
3375,6.10,0.28,0.27,8.00,0.05,41.00,162.00,0.99,3.21,0.51,9.90,5,White Wine
5161,5.70,0.28,0.24,17.50,0.04,60.00,167.00,1.00,3.31,0.44,9.40,5,White Wine
4551,7.60,0.31,0.23,12.70,0.05,20.00,139.00,1.00,3.16,0.50,9.70,4,White Wine
4508,13.80,0.49,0.67,3.00,0.09,6.00,15.00,1.00,3.02,0.93,12.00,6,Red Wine
2720,7.10,0.23,0.39,1.60,0.03,12.00,65.00,0.99,3.25,0.40,12.70,7,White Wine
2700,6.70,0.14,0.51,4.30,0.03,57.00,124.00,0.99,2.91,0.54,10.70,7,White Wine
3672,6.40,0.16,0.25,1.40,0.06,21.00,125.00,0.99,3.23,0.44,11.10,7,White Wine
457,6.70,0.34,0.43,1.60,0.04,29.00,114.00,0.99,3.23,0.44,12.60,6,White Wine
1319,10.70,0.43,0.39,2.20,0.11,8.00,32.00,1.00,2.89,0.50,9.60,5,Red Wine
161,7.50,0.58,0.14,2.20,0.08,27.00,60.00,1.00,3.28,0.59,9.80,5,Red Wine
2019,10.90,0.37,0.58,4.00,0.07,17.00,65.00,1.00,3.22,0.78,10.10,5,Red Wine
5570,6.40,0.14,0.31,1.20,0.03,53.00,138.00,0.99,3.38,0.35,11.50,7,White Wine
1191,6.40,0.16,0.31,5.30,0.04,42.00,157.00,0.99,3.35,0.47,10.50,5,White Wine
4149,6.50,0.27,0.26,8.20,0.04,21.00,133.00,1.00,3.43,0.64,9.80,6,White Wine
2752,7.60,0.33,0.36,2.10,0.03,26.00,172.00,0.99,3.42,0.48,10.50,4,White Wine
5621,7.90,0.26,0.33,10.30,0.04,73.00,212.00,1.00,2.93,0.49,9.50,6,White Wine
2091,6.60,0.32,0.41,7.20,0.05,55.00,178.00,1.00,3.20,0.46,9.40,5,White Wine
582,6.70,0.19,0.34,1.00,0.02,22.00,94.00,0.99,3.23,0.57,11.10,6,White Wine
1949,6.50,0.22,0.34,12.00,0.05,55.00,177.00,1.00,3.52,0.44,9.90,6,White Wine
3994,6.30,0.27,0.25,5.80,0.04,52.00,155.00,0.99,3.28,0.38,9.40,6,White Wine
282,6.90,0.13,0.28,13.30,0.05,47.00,132.00,1.00,3.34,0.42,10.10,6,White Wine
2696,5.90,0.65,0.12,2.00,0.07,32.00,44.00,1.00,3.57,0.71,10.20,5,Red Wine
4061,7.40,0.21,0.80,12.30,0.04,77.00,183.00,1.00,2.95,0.48,9.00,5,White Wine
789,5.90,0.48,0.30,1.50,0.04,19.00,78.00,0.99,3.47,0.42,11.90,7,White Wine
450,6.20,0.45,0.20,1.60,0.07,3.00,15.00,1.00,3.41,0.56,9.20,5,Red Wine
452,6.90,0.16,0.35,1.30,0.04,21.00,182.00,0.99,3.25,0.62,10.80,6,White Wine
918,6.90,0.30,0.45,1.40,0.04,36.00,122.00,0.99,3.07,0.47,11.10,7,White Wine
2726,6.80,0.32,0.34,6.00,0.05,5.00,129.00,1.00,3.19,0.40,9.10,5,White Wine
5523,5.60,0.20,0.36,2.50,0.05,16.00,125.00,0.99,3.49,0.49,10.00,6,White Wine
2525,7.70,0.34,0.27,8.80,0.06,39.00,184.00,1.00,3.09,0.63,9.20,6,White Wine
856,5.80,0.26,0.18,1.20,0.03,40.00,114.00,0.99,3.42,0.40,11.00,7,White Wine
4921,6.00,0.25,0.28,7.70,0.05,37.00,132.00,0.99,3.06,0.50,9.40,6,White Wine
1349,5.60,0.18,0.29,2.30,0.04,5.00,47.00,0.99,3.07,0.45,10.10,4,White Wine
1732,7.90,0.35,0.46,3.60,0.08,15.00,37.00,1.00,3.35,0.86,12.80,8,Red Wine
2148,7.40,0.16,0.33,1.20,0.04,47.00,121.00,0.99,3.04,0.68,10.50,7,White Wine
6019,5.80,0.20,0.30,1.50,0.03,21.00,57.00,0.99,3.44,0.55,11.00,6,White Wine
6380,6.20,0.30,0.28,1.60,0.04,28.00,106.00,0.99,3.14,0.41,13.30,6,White Wine
6408,6.30,0.60,0.44,11.00,0.05,50.00,245.00,1.00,3.19,0.57,9.30,4,White Wine
4472,7.60,0.23,0.40,5.20,0.07,14.00,91.00,0.99,3.17,0.80,9.70,5,White Wine
6452,8.90,0.48,0.24,2.85,0.09,35.00,106.00,1.00,3.10,0.53,9.20,5,Red Wine
2966,6.60,0.26,0.31,4.80,0.14,41.00,168.00,1.00,3.20,0.38,9.30,5,White Wine
2058,6.90,0.19,0.60,4.00,0.04,6.00,122.00,0.99,2.92,0.59,10.40,4,White Wine
3075,6.80,0.16,0.36,1.30,0.03,32.00,98.00,0.99,3.02,0.58,11.30,6,White Wine
1302,7.00,0.28,0.32,7.75,0.03,30.00,114.00,0.99,3.12,0.64,12.80,7,White Wine
3162,6.10,0.27,0.25,1.80,0.04,9.00,109.00,0.99,3.08,0.54,9.00,5,White Wine
1083,6.50,0.36,0.31,13.55,0.05,20.00,113.00,1.00,3.20,0.56,11.00,6,White Wine
5300,7.20,0.36,0.36,5.70,0.04,26.00,98.00,0.99,2.93,0.59,12.50,7,White Wine
2773,6.10,0.16,0.34,6.10,0.03,31.00,114.00,0.99,3.32,0.58,10.13,7,White Wine
3526,7.80,0.57,0.31,1.80,0.07,26.00,120.00,1.00,3.29,0.53,9.30,5,Red Wine
1155,7.00,0.24,0.18,1.30,0.05,9.00,62.00,0.99,3.38,0.47,10.10,4,White Wine
2552,6.90,0.49,0.19,1.70,0.08,13.00,26.00,1.00,3.38,0.64,9.80,6,Red Wine
6171,6.70,0.75,0.12,2.00,0.09,12.00,80.00,1.00,3.38,0.52,10.10,5,Red Wine
4132,7.00,0.14,0.40,1.70,0.04,16.00,85.00,0.99,3.19,0.42,11.80,6,White Wine
4616,7.40,0.28,0.25,11.90,0.05,25.00,148.00,1.00,3.10,0.62,9.20,5,White Wine
483,9.80,0.37,0.39,2.50,0.08,28.00,65.00,1.00,3.16,0.59,9.80,5,Red Wine
1428,6.70,0.26,0.49,8.10,0.05,48.00,197.00,1.00,3.19,0.48,9.50,5,White Wine
3117,6.40,0.35,0.35,5.60,0.03,9.00,148.00,0.99,3.17,0.50,9.80,4,White Wine
965,7.40,0.30,0.49,8.20,0.06,49.00,188.00,1.00,3.52,0.58,9.70,6,White Wine
6464,5.80,0.32,0.19,19.40,0.03,28.00,106.00,1.00,2.97,0.40,10.55,6,White Wine
3014,7.80,0.52,0.25,1.90,0.08,14.00,38.00,1.00,3.43,0.65,9.00,6,Red Wine
4711,8.80,0.44,0.49,2.80,0.08,18.00,111.00,1.00,3.30,0.60,9.50,5,Red Wine
4625,7.10,0.44,0.37,2.70,0.04,35.00,128.00,0.99,3.07,0.43,13.50,7,White Wine
17,6.20,0.19,0.29,4.30,0.04,33.00,126.00,1.00,3.18,0.42,9.30,6,White Wine
1828,11.50,0.18,0.51,4.00,0.10,4.00,23.00,1.00,3.28,0.97,10.10,6,Red Wine
2553,6.90,0.40,0.17,12.90,0.03,59.00,186.00,1.00,3.08,0.49,9.40,5,White Wine
6261,7.90,0.40,0.30,1.80,0.16,2.00,45.00,1.00,3.31,0.91,9.50,6,Red Wine
4773,5.90,0.29,0.25,12.00,0.06,48.00,224.00,1.00,3.23,0.41,9.00,6,White Wine
1524,6.60,0.27,0.52,8.10,0.04,53.00,202.00,1.00,3.18,0.48,9.50,5,White Wine
3783,6.90,0.36,0.35,8.60,0.04,37.00,125.00,0.99,3.00,0.32,12.40,8,White Wine
666,11.10,0.31,0.49,2.70,0.09,16.00,47.00,1.00,3.12,1.02,10.60,7,Red Wine
5721,6.30,0.18,0.36,1.20,0.03,26.00,111.00,0.99,3.16,0.51,11.00,6,White Wine
114,6.10,0.20,0.34,9.50,0.04,38.00,201.00,0.99,3.14,0.44,10.10,3,White Wine
1511,5.90,0.37,0.10,1.60,0.06,39.00,128.00,0.99,3.24,0.48,10.10,5,White Wine
5832,7.10,0.15,0.34,1.00,0.03,27.00,73.00,0.99,3.24,0.41,12.20,6,White Wine
570,8.00,0.83,0.27,2.00,0.08,11.00,63.00,1.00,3.29,0.48,9.80,4,Red Wine
951,8.20,0.73,0.21,1.70,0.07,5.00,13.00,1.00,3.20,0.52,9.50,5,Red Wine
2210,6.80,0.24,0.34,2.70,0.05,64.50,218.50,0.99,3.30,0.58,9.70,6,White Wine
4059,5.70,0.12,0.26,5.50,0.03,21.00,99.00,0.99,3.09,0.57,9.90,6,White Wine
3780,6.40,0.46,0.08,4.90,0.05,34.00,144.00,0.99,3.10,0.56,10.00,5,White Wine
2690,7.20,0.62,0.06,2.70,0.08,15.00,85.00,1.00,3.51,0.54,9.50,5,Red Wine
793,6.60,0.17,0.26,7.40,0.05,45.00,128.00,0.99,3.16,0.37,10.00,6,White Wine
531,8.20,0.30,0.44,12.40,0.04,52.00,154.00,0.99,3.04,0.33,12.00,6,White Wine
1965,6.40,0.30,0.30,2.25,0.04,8.00,210.00,0.99,3.20,0.62,9.90,6,White Wine
3509,6.90,0.77,0.02,2.30,0.06,35.00,63.00,1.00,3.57,0.78,9.90,5,Red Wine
4278,6.40,0.31,0.39,7.50,0.04,57.00,213.00,0.99,3.32,0.43,10.00,5,White Wine
5668,7.00,0.32,0.24,6.20,0.05,31.00,228.00,1.00,3.23,0.62,9.40,6,White Wine
2211,7.00,0.24,0.34,3.00,0.04,36.00,102.00,0.99,3.18,0.43,12.20,6,White Wine
5212,5.20,0.24,0.15,7.10,0.04,32.00,134.00,0.99,3.24,0.48,9.90,6,White Wine
1042,11.10,0.42,0.47,2.65,0.09,9.00,34.00,1.00,3.24,0.77,12.10,7,Red Wine
1864,6.70,0.41,0.24,5.40,0.04,33.00,115.00,0.99,3.12,0.44,12.89,7,White Wine
4967,5.20,0.17,0.27,0.70,0.03,11.00,68.00,0.99,3.30,0.41,9.80,5,White Wine
619,10.80,0.50,0.46,2.50,0.07,5.00,27.00,1.00,3.05,0.64,9.50,5,Red Wine
5397,8.70,0.29,0.52,1.60,0.11,12.00,37.00,1.00,3.25,0.58,9.50,5,Red Wine
3552,8.80,0.23,0.74,3.20,0.04,15.00,126.00,0.99,3.02,0.51,11.20,6,White Wine
30,6.70,0.24,0.26,5.40,0.03,15.00,94.00,0.99,3.15,0.38,12.70,6,White Wine
2951,7.40,0.53,0.26,2.00,0.10,16.00,72.00,1.00,3.15,0.57,9.40,5,Red Wine
2325,5.80,0.36,0.32,1.70,0.03,22.00,96.00,0.99,3.03,0.38,11.20,6,White Wine
596,6.60,0.24,0.22,12.30,0.05,35.00,146.00,1.00,3.10,0.67,9.40,5,White Wine
682,7.00,0.56,0.13,1.60,0.08,25.00,42.00,1.00,3.34,0.59,9.20,5,Red Wine
5467,7.30,0.32,0.34,6.60,0.03,24.00,112.00,1.00,3.22,0.46,9.80,6,White Wine
1465,7.00,0.13,0.37,12.85,0.04,36.00,105.00,1.00,3.05,0.55,10.70,6,White Wine
4257,12.20,0.45,0.49,1.40,0.07,3.00,6.00,1.00,3.13,0.63,10.40,5,Red Wine
5528,8.30,0.16,0.48,1.70,0.06,31.00,98.00,0.99,3.15,0.41,10.30,6,White Wine
3609,6.50,0.37,0.33,3.90,0.03,40.00,130.00,0.99,3.28,0.39,12.70,7,White Wine
2830,6.60,0.23,0.24,3.90,0.04,36.00,138.00,0.99,3.15,0.64,11.30,7,White Wine
925,6.80,0.14,0.35,1.50,0.05,40.00,117.00,0.99,3.07,0.72,11.10,6,White Wine
4999,6.60,0.34,0.24,3.30,0.03,29.00,99.00,0.99,3.10,0.40,12.30,7,White Wine
6044,7.00,0.39,0.21,10.70,0.10,13.00,91.00,1.00,3.03,0.47,9.30,5,White Wine
4376,6.40,0.42,0.46,8.40,0.05,58.00,180.00,0.99,3.18,0.46,9.70,6,White Wine
3303,8.20,0.64,0.27,2.00,0.10,5.00,77.00,1.00,3.13,0.62,9.10,6,Red Wine
873,6.00,0.27,0.19,1.70,0.02,24.00,110.00,0.99,3.32,0.47,12.60,7,White Wine
348,6.80,0.33,0.30,2.10,0.05,35.00,147.00,0.99,3.24,0.56,13.40,6,White Wine
2215,6.10,0.37,0.36,4.70,0.04,36.00,116.00,0.99,3.31,0.62,12.60,6,White Wine
5689,6.60,0.42,0.25,2.35,0.03,23.00,87.00,0.99,3.05,0.41,11.40,6,White Wine
4511,7.10,0.36,0.20,1.60,0.27,24.00,140.00,0.99,3.11,0.63,9.80,5,White Wine
3904,8.50,0.24,0.47,15.20,0.06,40.00,234.00,1.00,3.02,0.66,9.00,5,White Wine
5765,6.30,0.47,0.00,1.40,0.06,27.00,33.00,0.99,3.45,0.48,12.30,6,Red Wine
192,9.70,0.55,0.17,2.90,0.09,20.00,53.00,1.00,3.14,0.61,9.40,5,Red Wine
6154,6.50,0.26,0.74,13.30,0.04,68.00,224.00,1.00,3.18,0.54,9.50,6,White Wine
4271,9.20,0.59,0.24,3.30,0.10,20.00,47.00,1.00,3.26,0.67,9.60,5,Red Wine
2806,6.00,0.20,0.25,2.00,0.04,30.00,95.00,0.99,3.27,0.56,11.10,6,White Wine
3914,7.70,0.53,0.06,1.70,0.07,9.00,39.00,1.00,3.35,0.48,9.80,6,Red Wine
5128,6.60,0.26,0.21,2.90,0.03,48.00,126.00,0.99,3.22,0.38,11.30,7,White Wine
465,7.30,1.07,0.09,1.70,0.18,10.00,89.00,1.00,3.30,0.57,9.00,5,Red Wine
2001,6.60,0.18,0.28,1.70,0.04,53.00,161.00,0.99,3.13,0.45,10.20,6,White Wine
1245,6.00,0.28,0.29,19.30,0.05,36.00,174.00,1.00,3.14,0.50,9.00,5,White Wine
1979,7.30,0.20,0.29,19.90,0.04,69.00,237.00,1.00,3.10,0.48,9.20,6,White Wine
854,6.10,0.30,0.30,2.10,0.03,50.00,163.00,0.99,3.39,0.43,12.70,7,White Wine
1586,6.80,0.18,0.46,1.40,0.06,37.00,160.00,0.99,3.37,0.45,11.10,5,White Wine
4963,6.00,0.39,0.26,2.70,0.04,39.00,187.00,0.99,3.41,0.50,10.80,6,White Wine
117,7.10,0.36,0.24,1.80,0.03,32.00,102.00,0.99,3.34,0.59,12.80,6,White Wine
2459,6.60,0.34,0.25,4.80,0.04,16.00,121.00,0.99,3.36,0.71,12.60,6,White Wine
1327,7.60,0.28,0.32,14.60,0.06,32.00,201.00,1.00,3.00,0.45,9.20,5,White Wine
4717,6.50,0.20,0.24,9.20,0.04,25.00,150.00,1.00,3.22,0.44,10.50,5,White Wine
5320,6.40,0.57,0.02,1.80,0.07,4.00,11.00,1.00,3.46,0.68,9.50,5,Red Wine
349,7.30,0.32,0.29,1.50,0.04,32.00,144.00,0.99,3.20,0.55,10.80,5,White Wine
6374,8.20,0.38,0.32,2.50,0.08,24.00,71.00,1.00,3.27,0.85,11.00,6,Red Wine
977,8.50,0.34,0.44,1.70,0.08,6.00,12.00,1.00,3.52,0.63,10.70,5,Red Wine
5061,6.00,0.24,0.27,1.90,0.05,40.00,170.00,0.99,3.64,0.54,10.00,7,White Wine
507,6.80,0.18,0.32,7.20,0.05,17.00,109.00,0.99,3.42,0.44,10.40,6,White Wine
546,6.90,0.26,0.49,1.60,0.06,39.00,166.00,1.00,3.65,0.52,9.40,4,White Wine
1778,6.40,0.18,0.28,17.05,0.05,53.00,139.00,1.00,3.25,0.35,10.50,6,White Wine
361,6.40,0.41,0.01,6.10,0.05,20.00,70.00,0.99,3.19,0.42,10.00,5,White Wine
6020,7.50,0.60,0.32,2.70,0.10,13.00,98.00,1.00,3.45,0.62,9.50,5,Red Wine
5758,6.90,0.26,0.33,12.60,0.05,59.00,173.00,1.00,3.39,0.38,9.90,5,White Wine
2611,7.80,0.58,0.13,2.10,0.10,17.00,36.00,0.99,3.24,0.53,11.20,6,Red Wine
223,6.90,0.25,0.40,1.30,0.04,22.00,101.00,0.99,3.03,0.39,11.40,6,White Wine
6205,6.70,0.28,0.31,7.40,0.04,7.00,81.00,0.99,3.04,0.47,11.40,8,White Wine
4797,6.60,0.23,0.18,8.50,0.04,59.00,188.00,1.00,3.16,0.49,9.50,5,White Wine
1391,6.30,0.25,0.22,3.30,0.05,41.00,161.00,0.99,3.16,0.50,10.50,6,White Wine
1177,7.20,0.56,0.26,2.00,0.08,13.00,100.00,1.00,3.26,0.52,9.90,5,Red Wine
6028,6.20,0.33,0.19,5.60,0.04,22.00,143.00,0.99,3.15,0.63,9.90,5,White Wine
381,7.40,0.35,0.20,13.90,0.05,63.00,229.00,1.00,3.11,0.50,8.90,6,White Wine
5364,9.00,0.26,0.34,6.70,0.03,21.00,162.00,0.99,3.08,0.50,10.60,6,White Wine
6301,6.40,0.31,0.28,2.50,0.04,34.00,137.00,0.99,3.22,0.38,12.70,6,White Wine
3490,6.70,0.19,0.41,15.60,0.06,75.00,155.00,1.00,3.20,0.44,8.80,6,White Wine
2027,7.90,0.46,0.40,10.10,0.17,19.00,184.00,1.00,3.06,0.62,9.50,5,White Wine
939,6.40,0.79,0.04,2.20,0.06,11.00,17.00,1.00,3.53,0.65,10.40,6,Red Wine
4897,7.80,0.19,0.26,8.90,0.04,42.00,182.00,1.00,3.18,0.46,9.90,6,White Wine
6233,7.10,0.64,0.49,1.80,0.05,17.00,128.00,0.99,3.31,0.58,10.60,4,White Wine
1012,6.10,0.19,0.37,2.60,0.04,24.00,99.00,0.99,3.18,0.50,10.90,6,White Wine
241,8.00,0.26,0.28,8.20,0.04,72.00,202.00,1.00,3.12,0.56,10.00,6,White Wine
5447,5.00,0.30,0.33,3.70,0.03,54.00,173.00,0.99,3.36,0.30,13.00,7,White Wine
1330,6.40,0.15,0.44,1.20,0.04,67.00,150.00,0.99,3.14,0.73,11.20,7,White Wine
2234,6.90,0.28,0.31,7.20,0.04,47.00,168.00,0.99,3.29,0.57,10.60,7,White Wine
66,7.30,0.19,0.27,13.90,0.06,45.00,155.00,1.00,2.94,0.41,8.80,8,White Wine
871,7.80,0.26,0.74,7.50,0.04,59.00,160.00,1.00,3.22,0.64,10.00,6,White Wine
1695,6.80,0.17,0.74,2.40,0.05,61.00,182.00,1.00,3.63,0.76,10.50,6,White Wine
405,6.00,0.24,0.34,1.00,0.04,52.00,184.00,0.99,3.44,0.44,11.45,6,White Wine
3363,7.10,0.32,0.30,9.90,0.04,63.00,192.00,1.00,3.12,0.49,10.20,6,White Wine
5757,6.90,0.36,0.28,13.55,0.05,51.00,189.00,1.00,3.00,0.60,9.50,7,White Wine
832,6.20,0.21,0.18,11.60,0.04,61.00,155.00,1.00,3.14,0.52,9.40,6,White Wine
4857,5.60,0.18,0.19,7.10,0.05,36.00,110.00,0.99,3.26,0.41,9.50,6,White Wine
4270,6.40,0.24,0.29,1.00,0.04,18.00,122.00,0.99,3.30,0.42,11.50,5,White Wine
608,6.60,0.24,0.24,8.60,0.03,25.00,135.00,1.00,3.33,0.59,10.30,6,White Wine
4084,6.90,0.20,0.41,1.10,0.06,36.00,104.00,0.99,2.99,0.39,9.20,5,White Wine
3559,7.50,0.17,0.37,1.50,0.06,18.00,75.00,0.99,3.54,0.88,10.70,5,White Wine
545,6.60,0.36,0.28,6.10,0.03,12.00,93.00,0.99,3.19,0.27,12.80,7,White Wine
5081,7.50,0.42,0.45,9.10,0.03,20.00,125.00,1.00,3.12,0.36,10.10,6,White Wine
2971,6.90,0.20,0.28,1.20,0.05,36.00,159.00,0.99,3.19,0.43,9.10,6,White Wine
3542,7.60,0.56,0.12,10.40,0.10,22.00,177.00,1.00,3.32,0.45,9.10,4,White Wine
2213,7.00,0.54,0.09,2.00,0.08,10.00,16.00,0.99,3.43,0.59,11.50,6,Red Wine
6025,8.30,0.26,0.42,2.00,0.08,11.00,27.00,1.00,3.21,0.80,9.40,6,Red Wine
6333,12.50,0.37,0.55,2.60,0.08,25.00,68.00,1.00,3.15,0.82,10.40,6,Red Wine
716,6.80,0.31,0.32,7.60,0.05,35.00,143.00,1.00,3.14,0.38,9.00,5,White Wine
195,7.90,0.16,0.30,4.80,0.04,37.00,171.00,1.00,3.47,0.44,9.00,4,White Wine
219,7.00,0.22,0.28,10.60,0.04,32.00,117.00,0.99,3.05,0.55,11.50,7,White Wine
3121,7.10,0.35,0.27,3.10,0.03,28.00,134.00,0.99,3.26,0.38,13.10,7,White Wine
2824,7.70,0.96,0.20,2.00,0.05,15.00,60.00,1.00,3.36,0.44,10.90,5,Red Wine
