Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
64871.000,959.372,357.763,231.197,1.547,0.763,65510.000,287.396,0.769,0.990,0.886,0.803,0.006,0.001,0.645,0.999,BARBUNYA
64913.000,1040.559,343.670,241.096,1.425,0.713,66203.000,287.489,0.715,0.981,0.753,0.837,0.005,0.002,0.700,0.997,BARBUNYA
64948.000,1087.705,352.113,235.852,1.493,0.743,66338.000,287.566,0.772,0.979,0.690,0.817,0.005,0.001,0.667,0.996,BARBUNYA
65088.000,1011.127,369.317,225.360,1.639,0.792,66543.000,287.876,0.698,0.978,0.800,0.779,0.006,0.001,0.608,0.996,BARBUNYA
65099.000,1008.429,339.042,245.314,1.382,0.690,66288.000,287.900,0.742,0.982,0.804,0.849,0.005,0.002,0.721,0.997,BARBUNYA
65159.000,974.379,332.821,250.350,1.329,0.659,65995.000,288.033,0.841,0.987,0.862,0.865,0.005,0.002,0.749,0.996,BARBUNYA
65170.000,978.084,380.256,220.032,1.728,0.816,66112.000,288.057,0.701,0.986,0.856,0.758,0.006,0.001,0.574,0.992,BARBUNYA
65219.000,1011.110,353.651,235.309,1.503,0.747,66672.000,288.166,0.719,0.978,0.802,0.815,0.005,0.001,0.664,0.998,BARBUNYA
65231.000,1026.265,363.467,229.786,1.582,0.775,66343.000,288.192,0.825,0.983,0.778,0.793,0.006,0.001,0.629,0.994,BARBUNYA
65235.000,1017.685,329.700,253.315,1.302,0.640,66266.000,288.201,0.753,0.984,0.792,0.874,0.005,0.002,0.764,0.995,BARBUNYA
65243.000,980.668,328.505,253.243,1.297,0.637,66224.000,288.219,0.757,0.985,0.853,0.877,0.005,0.002,0.770,0.999,BARBUNYA
65277.000,1009.049,365.332,229.356,1.593,0.778,66391.000,288.294,0.802,0.983,0.806,0.789,0.006,0.001,0.623,0.992,BARBUNYA
65284.000,1020.755,383.224,222.117,1.725,0.815,67271.000,288.309,0.721,0.970,0.787,0.752,0.006,0.001,0.566,0.977,BARBUNYA
65290.000,1032.586,342.669,243.819,1.405,0.703,66600.000,288.322,0.751,0.980,0.769,0.841,0.005,0.002,0.708,0.995,BARBUNYA
65301.000,1011.629,357.963,232.599,1.539,0.760,66437.000,288.347,0.773,0.983,0.802,0.806,0.005,0.001,0.649,0.999,BARBUNYA
65330.000,974.886,344.980,242.126,1.425,0.712,66249.000,288.411,0.760,0.986,0.864,0.836,0.005,0.002,0.699,0.996,BARBUNYA
65345.000,996.042,362.397,230.230,1.574,0.772,66369.000,288.444,0.711,0.985,0.828,0.796,0.006,0.001,0.634,0.997,BARBUNYA
65425.000,984.708,325.013,257.480,1.262,0.610,66436.000,288.620,0.816,0.985,0.848,0.888,0.005,0.002,0.789,0.995,BARBUNYA
65458.000,1022.133,387.375,215.989,1.793,0.830,66482.000,288.693,0.684,0.985,0.787,0.745,0.006,0.001,0.555,0.996,BARBUNYA
65459.000,1000.764,348.153,241.197,1.443,0.721,66423.000,288.695,0.713,0.985,0.821,0.829,0.005,0.002,0.688,0.993,BARBUNYA
65473.000,1081.908,390.151,215.362,1.812,0.834,67449.000,288.726,0.749,0.971,0.703,0.740,0.006,0.001,0.548,0.992,BARBUNYA
65482.000,1011.661,357.075,234.227,1.524,0.755,66602.000,288.746,0.794,0.983,0.804,0.809,0.005,0.001,0.654,0.997,BARBUNYA
65496.000,988.059,366.184,228.392,1.603,0.782,66356.000,288.777,0.789,0.987,0.843,0.789,0.006,0.001,0.622,0.997,BARBUNYA
65503.000,1028.839,333.484,253.412,1.316,0.650,67100.000,288.792,0.768,0.976,0.778,0.866,0.005,0.002,0.750,0.987,BARBUNYA
65526.000,992.787,361.204,231.624,1.559,0.767,66422.000,288.843,0.698,0.987,0.835,0.800,0.006,0.001,0.639,0.997,BARBUNYA
65532.000,975.528,366.869,227.883,1.610,0.784,66381.000,288.856,0.703,0.987,0.865,0.787,0.006,0.001,0.620,0.998,BARBUNYA
65553.000,977.310,338.747,247.103,1.371,0.684,66402.000,288.903,0.755,0.987,0.862,0.853,0.005,0.002,0.727,0.997,BARBUNYA
65563.000,1033.627,364.120,230.644,1.579,0.774,66934.000,288.925,0.814,0.980,0.771,0.793,0.006,0.001,0.630,0.994,BARBUNYA
65610.000,1081.364,342.218,246.048,1.391,0.695,68005.000,289.028,0.690,0.965,0.705,0.845,0.005,0.002,0.713,0.992,BARBUNYA
65617.000,977.810,351.899,238.938,1.473,0.734,66608.000,289.044,0.715,0.985,0.862,0.821,0.005,0.002,0.675,0.994,BARBUNYA
65618.000,973.379,349.743,239.952,1.458,0.728,66416.000,289.046,0.813,0.988,0.870,0.826,0.005,0.002,0.683,0.996,BARBUNYA
65653.000,1142.436,351.945,237.885,1.479,0.737,67253.000,289.123,0.785,0.976,0.632,0.822,0.005,0.002,0.675,0.998,BARBUNYA
65686.000,1015.675,352.451,237.838,1.482,0.738,66838.000,289.195,0.772,0.983,0.800,0.821,0.005,0.002,0.673,0.998,BARBUNYA
65707.000,1000.653,361.116,233.203,1.549,0.764,66803.000,289.242,0.820,0.984,0.825,0.801,0.006,0.001,0.642,0.993,BARBUNYA
65732.000,974.417,380.506,220.472,1.726,0.815,66557.000,289.297,0.765,0.988,0.870,0.760,0.006,0.001,0.578,0.998,BARBUNYA
65806.000,1042.863,361.126,234.700,1.539,0.760,67326.000,289.460,0.707,0.977,0.760,0.802,0.005,0.001,0.642,0.989,BARBUNYA
65897.000,983.841,351.748,239.802,1.467,0.732,66806.000,289.660,0.819,0.986,0.856,0.823,0.005,0.002,0.678,0.995,BARBUNYA
65901.000,989.689,320.092,262.741,1.218,0.571,67032.000,289.668,0.767,0.983,0.845,0.905,0.005,0.002,0.819,0.998,BARBUNYA
65901.000,1054.483,347.059,242.854,1.429,0.714,67385.000,289.668,0.772,0.978,0.745,0.835,0.005,0.002,0.697,0.996,BARBUNYA
65902.000,1011.416,348.503,241.256,1.445,0.722,66877.000,289.671,0.747,0.985,0.810,0.831,0.005,0.002,0.691,0.998,BARBUNYA
65908.000,990.132,361.105,233.024,1.550,0.764,66692.000,289.684,0.718,0.988,0.845,0.802,0.005,0.001,0.644,0.997,BARBUNYA
65909.000,1076.990,386.920,217.434,1.779,0.827,67278.000,289.686,0.666,0.980,0.714,0.749,0.006,0.001,0.561,0.997,BARBUNYA
65911.000,988.981,380.144,221.110,1.719,0.813,66678.000,289.690,0.746,0.989,0.847,0.762,0.006,0.001,0.581,0.998,BARBUNYA
65930.000,1024.555,366.834,229.416,1.599,0.780,67081.000,289.732,0.753,0.983,0.789,0.790,0.006,0.001,0.624,0.997,BARBUNYA
65935.000,1007.870,368.865,228.984,1.611,0.784,66901.000,289.743,0.682,0.986,0.816,0.786,0.006,0.001,0.617,0.994,BARBUNYA
65974.000,1020.876,374.459,225.512,1.660,0.798,66946.000,289.829,0.766,0.985,0.795,0.774,0.006,0.001,0.599,0.995,BARBUNYA
65987.000,1008.537,362.372,232.400,1.559,0.767,67136.000,289.857,0.780,0.983,0.815,0.800,0.005,0.001,0.640,0.998,BARBUNYA
65994.000,1024.720,343.708,245.333,1.401,0.700,67205.000,289.873,0.755,0.982,0.790,0.843,0.005,0.002,0.711,0.996,BARBUNYA
66026.000,1010.329,348.704,242.292,1.439,0.719,67246.000,289.943,0.771,0.982,0.813,0.831,0.005,0.002,0.691,0.995,BARBUNYA
66040.000,1020.017,369.252,229.048,1.612,0.784,67289.000,289.974,0.723,0.981,0.798,0.785,0.006,0.001,0.617,0.994,BARBUNYA
66041.000,995.358,361.837,233.012,1.553,0.765,67102.000,289.976,0.721,0.984,0.838,0.801,0.005,0.001,0.642,0.997,BARBUNYA
66062.000,1010.706,357.660,236.033,1.515,0.751,67275.000,290.022,0.709,0.982,0.813,0.811,0.005,0.001,0.658,0.996,BARBUNYA
66073.000,1020.543,363.316,231.993,1.566,0.770,67291.000,290.046,0.756,0.982,0.797,0.798,0.006,0.001,0.637,0.998,BARBUNYA
66086.000,1045.614,358.601,235.829,1.521,0.753,67353.000,290.075,0.730,0.981,0.760,0.809,0.005,0.001,0.654,0.995,BARBUNYA
66107.000,1108.565,367.617,230.637,1.594,0.779,67763.000,290.121,0.699,0.976,0.676,0.789,0.006,0.001,0.623,0.993,BARBUNYA
66163.000,1012.844,359.847,234.406,1.535,0.759,67353.000,290.244,0.721,0.982,0.810,0.807,0.005,0.001,0.651,0.999,BARBUNYA
66166.000,974.533,364.349,232.085,1.570,0.771,66906.000,290.250,0.712,0.989,0.875,0.797,0.006,0.001,0.635,0.996,BARBUNYA
66185.000,1035.179,338.386,249.417,1.357,0.676,67385.000,290.292,0.733,0.982,0.776,0.858,0.005,0.002,0.736,0.998,BARBUNYA
66291.000,1048.410,371.479,227.649,1.632,0.790,67835.000,290.524,0.767,0.977,0.758,0.782,0.006,0.001,0.612,0.998,BARBUNYA
66294.000,1109.720,348.022,243.394,1.430,0.715,68370.000,290.531,0.726,0.970,0.676,0.835,0.005,0.002,0.697,0.996,BARBUNYA
66301.000,1010.746,366.512,230.599,1.589,0.777,67227.000,290.546,0.699,0.986,0.816,0.793,0.006,0.001,0.628,0.999,BARBUNYA
66314.000,1027.756,365.634,231.262,1.581,0.775,67453.000,290.575,0.733,0.983,0.789,0.795,0.006,0.001,0.632,0.999,BARBUNYA
66354.000,1007.809,342.849,247.084,1.388,0.693,67573.000,290.662,0.770,0.982,0.821,0.848,0.005,0.002,0.719,0.997,BARBUNYA
66365.000,1009.445,345.073,245.374,1.406,0.703,67543.000,290.686,0.793,0.983,0.818,0.842,0.005,0.002,0.710,0.998,BARBUNYA
66370.000,1004.139,339.287,249.883,1.358,0.676,67637.000,290.697,0.721,0.981,0.827,0.857,0.005,0.002,0.734,0.997,BARBUNYA
66371.000,1046.920,371.427,228.271,1.627,0.789,68131.000,290.699,0.715,0.974,0.761,0.783,0.006,0.001,0.613,0.997,BARBUNYA
66372.000,1060.470,369.243,230.373,1.603,0.782,67927.000,290.702,0.744,0.977,0.742,0.787,0.006,0.001,0.620,0.993,BARBUNYA
66391.000,1029.266,365.020,231.917,1.574,0.772,67367.000,290.743,0.686,0.986,0.788,0.797,0.006,0.001,0.634,0.999,BARBUNYA
66423.000,967.290,351.141,241.177,1.456,0.727,67104.000,290.813,0.755,0.990,0.892,0.828,0.005,0.002,0.686,0.999,BARBUNYA
66437.000,1103.644,383.681,221.504,1.732,0.817,68544.000,290.844,0.668,0.969,0.685,0.758,0.006,0.001,0.575,0.995,BARBUNYA
66441.000,1008.386,355.990,238.063,1.495,0.744,67698.000,290.853,0.748,0.981,0.821,0.817,0.005,0.001,0.668,0.998,BARBUNYA
66444.000,1009.712,365.916,235.452,1.554,0.765,68423.000,290.859,0.734,0.971,0.819,0.795,0.006,0.001,0.632,0.982,BARBUNYA
66449.000,1106.160,382.859,221.874,1.726,0.815,68691.000,290.870,0.643,0.967,0.682,0.760,0.006,0.001,0.577,0.996,BARBUNYA
66456.000,1053.899,351.862,241.406,1.458,0.728,68026.000,290.886,0.721,0.977,0.752,0.827,0.005,0.002,0.683,0.996,BARBUNYA
66466.000,1010.092,356.171,239.335,1.488,0.741,67508.000,290.907,0.780,0.985,0.819,0.817,0.005,0.001,0.667,0.993,BARBUNYA
66483.000,1030.876,375.320,226.101,1.660,0.798,67668.000,290.945,0.702,0.982,0.786,0.775,0.006,0.001,0.601,0.998,BARBUNYA
66506.000,986.389,325.082,261.629,1.243,0.594,67473.000,290.995,0.762,0.986,0.859,0.895,0.005,0.002,0.801,0.996,BARBUNYA
66520.000,1002.344,374.928,226.562,1.655,0.797,67511.000,291.026,0.742,0.985,0.832,0.776,0.006,0.001,0.603,0.997,BARBUNYA
66547.000,1044.703,366.565,233.636,1.569,0.771,68580.000,291.085,0.750,0.970,0.766,0.794,0.006,0.001,0.631,0.989,BARBUNYA
66555.000,1032.397,339.401,250.430,1.355,0.675,67917.000,291.102,0.734,0.980,0.785,0.858,0.005,0.002,0.736,0.997,BARBUNYA
66642.000,1029.494,346.980,246.021,1.410,0.705,67731.000,291.292,0.735,0.984,0.790,0.840,0.005,0.002,0.705,0.994,BARBUNYA
66700.000,1020.511,356.969,238.924,1.494,0.743,67735.000,291.419,0.795,0.985,0.805,0.816,0.005,0.001,0.666,0.996,BARBUNYA
66795.000,1067.697,363.067,234.762,1.547,0.763,68388.000,291.627,0.782,0.977,0.736,0.803,0.005,0.001,0.645,0.998,BARBUNYA
66823.000,1033.420,379.359,225.095,1.685,0.805,68016.000,291.688,0.752,0.982,0.786,0.769,0.006,0.001,0.591,0.996,BARBUNYA
66871.000,990.128,372.968,229.418,1.626,0.788,67765.000,291.792,0.802,0.987,0.857,0.782,0.006,0.001,0.612,0.995,BARBUNYA
66882.000,1028.361,356.498,240.087,1.485,0.739,68146.000,291.816,0.736,0.981,0.795,0.819,0.005,0.001,0.670,0.995,BARBUNYA
66884.000,1022.644,352.641,242.601,1.454,0.726,68186.000,291.821,0.772,0.981,0.804,0.828,0.005,0.002,0.685,0.995,BARBUNYA
66906.000,1019.347,369.028,231.280,1.596,0.779,67928.000,291.869,0.756,0.985,0.809,0.791,0.006,0.001,0.626,0.998,BARBUNYA
66910.000,996.008,355.780,239.927,1.483,0.738,67749.000,291.877,0.779,0.988,0.848,0.820,0.005,0.001,0.673,0.998,BARBUNYA
66931.000,1037.359,341.618,250.190,1.365,0.681,68309.000,291.923,0.780,0.980,0.782,0.855,0.005,0.002,0.730,0.997,BARBUNYA
66943.000,1039.622,339.826,251.662,1.350,0.672,68327.000,291.949,0.799,0.980,0.778,0.859,0.005,0.002,0.738,0.997,BARBUNYA
66945.000,996.779,373.736,228.230,1.638,0.792,67778.000,291.954,0.748,0.988,0.847,0.781,0.006,0.001,0.610,0.999,BARBUNYA
66985.000,1009.144,340.088,251.152,1.354,0.674,68137.000,292.041,0.730,0.983,0.827,0.859,0.005,0.002,0.737,0.999,BARBUNYA
66991.000,1056.519,357.154,239.733,1.490,0.741,68096.000,292.054,0.813,0.984,0.754,0.818,0.005,0.001,0.669,0.996,BARBUNYA
67012.000,1010.404,382.860,224.011,1.709,0.811,68008.000,292.100,0.808,0.985,0.825,0.763,0.006,0.001,0.582,0.995,BARBUNYA
67056.000,1031.766,336.479,255.170,1.319,0.652,68817.000,292.196,0.777,0.974,0.792,0.868,0.005,0.002,0.754,0.994,BARBUNYA
67063.000,990.719,370.090,231.698,1.597,0.780,68087.000,292.211,0.718,0.985,0.859,0.790,0.006,0.001,0.623,0.996,BARBUNYA
67083.000,1023.333,370.047,231.379,1.599,0.780,67999.000,292.255,0.790,0.987,0.805,0.790,0.006,0.001,0.624,0.998,BARBUNYA
67085.000,1019.709,369.738,232.521,1.590,0.778,68180.000,292.259,0.770,0.984,0.811,0.790,0.006,0.001,0.625,0.994,BARBUNYA
67087.000,1084.612,359.914,238.571,1.509,0.749,68230.000,292.263,0.790,0.983,0.717,0.812,0.005,0.001,0.659,0.995,BARBUNYA
67136.000,1025.963,403.174,213.030,1.893,0.849,68108.000,292.370,0.745,0.986,0.802,0.725,0.006,0.001,0.526,0.995,BARBUNYA
67162.000,1026.783,367.148,233.502,1.572,0.772,68174.000,292.427,0.697,0.985,0.801,0.796,0.005,0.001,0.634,0.997,BARBUNYA
67163.000,983.060,369.425,232.344,1.590,0.777,67907.000,292.429,0.758,0.989,0.873,0.792,0.006,0.001,0.627,0.996,BARBUNYA
67215.000,1017.512,369.979,231.739,1.597,0.780,68160.000,292.542,0.704,0.986,0.816,0.791,0.006,0.001,0.625,0.998,BARBUNYA
67234.000,990.278,366.731,234.143,1.566,0.770,68057.000,292.583,0.752,0.988,0.862,0.798,0.005,0.001,0.637,0.997,BARBUNYA
67236.000,1008.387,344.035,249.566,1.379,0.688,68429.000,292.588,0.755,0.983,0.831,0.850,0.005,0.002,0.723,0.997,BARBUNYA
67284.000,1030.013,384.460,223.354,1.721,0.814,68347.000,292.692,0.795,0.984,0.797,0.761,0.006,0.001,0.580,0.998,BARBUNYA
67309.000,1023.514,401.711,214.182,1.876,0.846,68457.000,292.746,0.775,0.983,0.807,0.729,0.006,0.001,0.531,0.996,BARBUNYA
67311.000,1037.096,374.417,229.301,1.633,0.791,68197.000,292.751,0.757,0.987,0.786,0.782,0.006,0.001,0.611,0.998,BARBUNYA
67359.000,1028.020,375.787,230.270,1.632,0.790,68721.000,292.855,0.763,0.980,0.801,0.779,0.006,0.001,0.607,0.991,BARBUNYA
67412.000,1052.897,377.422,228.390,1.653,0.796,68526.000,292.970,0.792,0.984,0.764,0.776,0.006,0.001,0.603,0.996,BARBUNYA
67413.000,1077.615,359.836,239.874,1.500,0.745,68823.000,292.973,0.736,0.980,0.730,0.814,0.005,0.001,0.663,0.994,BARBUNYA
67429.000,1124.602,393.262,219.295,1.793,0.830,68968.000,293.007,0.715,0.978,0.670,0.745,0.006,0.001,0.555,0.996,BARBUNYA
67437.000,1041.175,380.648,226.566,1.680,0.804,68653.000,293.025,0.800,0.982,0.782,0.770,0.006,0.001,0.593,0.996,BARBUNYA
67439.000,998.962,357.310,240.534,1.485,0.739,68597.000,293.029,0.746,0.983,0.849,0.820,0.005,0.001,0.673,0.999,BARBUNYA
67448.000,1006.165,380.975,226.829,1.680,0.803,68544.000,293.049,0.726,0.984,0.837,0.769,0.006,0.001,0.592,0.994,BARBUNYA
67454.000,1014.674,343.989,249.989,1.376,0.687,68666.000,293.062,0.732,0.982,0.823,0.852,0.005,0.002,0.726,0.999,BARBUNYA
67516.000,1006.963,337.137,256.026,1.317,0.651,68525.000,293.196,0.792,0.985,0.837,0.870,0.005,0.002,0.756,0.996,BARBUNYA
67533.000,997.712,358.146,241.280,1.484,0.739,68874.000,293.233,0.747,0.981,0.853,0.819,0.005,0.001,0.670,0.995,BARBUNYA
67535.000,990.949,351.418,245.538,1.431,0.715,68489.000,293.238,0.748,0.986,0.864,0.834,0.005,0.002,0.696,0.997,BARBUNYA
67538.000,1010.848,371.632,231.749,1.604,0.782,68500.000,293.244,0.698,0.986,0.831,0.789,0.006,0.001,0.623,0.998,BARBUNYA
67546.000,985.555,356.669,241.483,1.477,0.736,68376.000,293.261,0.802,0.988,0.874,0.822,0.005,0.001,0.676,0.999,BARBUNYA
67548.000,1071.834,369.828,232.835,1.588,0.777,68736.000,293.266,0.720,0.983,0.739,0.793,0.005,0.001,0.629,0.999,BARBUNYA
67554.000,1031.662,363.812,236.750,1.537,0.759,68694.000,293.279,0.731,0.983,0.798,0.806,0.005,0.001,0.650,0.999,BARBUNYA
67623.000,992.572,370.486,233.254,1.588,0.777,68500.000,293.428,0.685,0.987,0.863,0.792,0.005,0.001,0.627,0.996,BARBUNYA
67630.000,1041.652,353.036,245.422,1.438,0.719,68870.000,293.444,0.714,0.982,0.783,0.831,0.005,0.002,0.691,0.994,BARBUNYA
67658.000,1068.824,366.240,236.358,1.550,0.764,69020.000,293.504,0.762,0.980,0.744,0.801,0.005,0.001,0.642,0.995,BARBUNYA
67659.000,1058.219,370.584,233.344,1.588,0.777,69000.000,293.507,0.662,0.981,0.759,0.792,0.005,0.001,0.627,0.996,BARBUNYA
67666.000,1005.380,345.898,250.206,1.382,0.690,68744.000,293.522,0.732,0.984,0.841,0.849,0.005,0.002,0.720,0.995,BARBUNYA
67686.000,1044.470,368.601,234.203,1.574,0.772,69063.000,293.565,0.708,0.980,0.780,0.796,0.005,0.001,0.634,0.998,BARBUNYA
67718.000,1046.454,353.628,244.307,1.447,0.723,69018.000,293.635,0.766,0.981,0.777,0.830,0.005,0.002,0.689,0.998,BARBUNYA
67724.000,969.983,359.950,240.513,1.497,0.744,68288.000,293.648,0.799,0.992,0.905,0.816,0.005,0.001,0.666,0.996,BARBUNYA
67745.000,988.590,359.184,240.904,1.491,0.742,68522.000,293.693,0.765,0.989,0.871,0.818,0.005,0.001,0.669,0.997,BARBUNYA
67760.000,1020.165,372.765,232.132,1.606,0.782,68895.000,293.726,0.722,0.984,0.818,0.788,0.006,0.001,0.621,0.997,BARBUNYA
67792.000,1064.282,403.334,214.956,1.876,0.846,68830.000,293.795,0.803,0.985,0.752,0.728,0.006,0.001,0.531,0.996,BARBUNYA
67796.000,1015.155,344.176,253.066,1.360,0.678,69240.000,293.804,0.739,0.979,0.827,0.854,0.005,0.002,0.729,0.991,BARBUNYA
67801.000,1015.657,355.092,243.880,1.456,0.727,68991.000,293.814,0.782,0.983,0.826,0.827,0.005,0.002,0.685,0.997,BARBUNYA
67808.000,1032.304,364.400,238.509,1.528,0.756,68798.000,293.830,0.749,0.986,0.800,0.806,0.005,0.001,0.650,0.993,BARBUNYA
67822.000,1034.662,353.382,245.861,1.437,0.718,68887.000,293.860,0.775,0.985,0.796,0.832,0.005,0.002,0.692,0.994,BARBUNYA
67848.000,1001.425,388.537,222.978,1.742,0.819,68623.000,293.916,0.801,0.989,0.850,0.756,0.006,0.001,0.572,0.997,BARBUNYA
67849.000,1022.629,389.915,222.091,1.756,0.822,68732.000,293.918,0.751,0.987,0.815,0.754,0.006,0.001,0.568,0.998,BARBUNYA
67856.000,1036.144,372.724,232.568,1.603,0.781,69052.000,293.934,0.810,0.983,0.794,0.789,0.005,0.001,0.622,0.997,BARBUNYA
67906.000,1076.897,376.549,230.222,1.636,0.791,69325.000,294.042,0.756,0.980,0.736,0.781,0.006,0.001,0.610,0.997,BARBUNYA
67959.000,1012.437,340.589,255.259,1.334,0.662,69034.000,294.157,0.807,0.984,0.833,0.864,0.005,0.002,0.746,0.995,BARBUNYA
67959.000,1017.310,359.583,241.193,1.491,0.742,69095.000,294.157,0.769,0.984,0.825,0.818,0.005,0.001,0.669,0.998,BARBUNYA
67960.000,1003.526,352.425,246.557,1.429,0.715,68906.000,294.159,0.717,0.986,0.848,0.835,0.005,0.002,0.697,0.996,BARBUNYA
67986.000,1030.513,360.452,240.556,1.498,0.745,69183.000,294.215,0.723,0.983,0.804,0.816,0.005,0.001,0.666,0.998,BARBUNYA
67997.000,1047.090,347.969,250.170,1.391,0.695,69185.000,294.239,0.796,0.983,0.779,0.846,0.005,0.002,0.715,0.995,BARBUNYA
68015.000,993.761,386.988,224.323,1.725,0.815,68625.000,294.278,0.778,0.991,0.865,0.760,0.006,0.001,0.578,0.998,BARBUNYA
68024.000,1011.261,380.570,230.330,1.652,0.796,69648.000,294.297,0.699,0.977,0.836,0.773,0.006,0.001,0.598,0.988,BARBUNYA
68035.000,1022.207,355.900,244.028,1.458,0.728,69243.000,294.321,0.797,0.983,0.818,0.827,0.005,0.002,0.684,0.997,BARBUNYA
68050.000,1030.992,382.714,227.231,1.684,0.805,69160.000,294.353,0.724,0.984,0.805,0.769,0.006,0.001,0.592,0.996,BARBUNYA
68056.000,1054.621,359.731,242.203,1.485,0.739,69299.000,294.366,0.717,0.982,0.769,0.818,0.005,0.001,0.670,0.995,BARBUNYA
68062.000,1016.666,375.281,232.548,1.614,0.785,69176.000,294.379,0.737,0.984,0.827,0.784,0.006,0.001,0.615,0.993,BARBUNYA
68087.000,1029.885,372.474,233.895,1.592,0.778,69320.000,294.433,0.700,0.982,0.807,0.790,0.005,0.001,0.625,0.995,BARBUNYA
68109.000,1054.030,382.499,227.492,1.681,0.804,69487.000,294.481,0.751,0.980,0.770,0.770,0.006,0.001,0.593,0.997,BARBUNYA
68118.000,1027.932,359.645,241.658,1.488,0.741,69292.000,294.500,0.735,0.983,0.810,0.819,0.005,0.001,0.671,0.998,BARBUNYA
68120.000,1010.368,368.950,235.453,1.567,0.770,69182.000,294.505,0.706,0.985,0.839,0.798,0.005,0.001,0.637,0.998,BARBUNYA
68131.000,1036.382,357.762,243.629,1.468,0.732,69197.000,294.529,0.777,0.985,0.797,0.823,0.005,0.001,0.678,0.995,BARBUNYA
68133.000,1001.023,356.178,244.359,1.458,0.728,69129.000,294.533,0.705,0.986,0.854,0.827,0.005,0.002,0.684,0.997,BARBUNYA
68136.000,1020.991,377.383,230.311,1.639,0.792,69141.000,294.539,0.800,0.985,0.821,0.780,0.006,0.001,0.609,0.998,BARBUNYA
68138.000,1047.464,344.730,253.336,1.361,0.678,69362.000,294.544,0.782,0.982,0.780,0.854,0.005,0.002,0.730,0.993,BARBUNYA
68153.000,1029.375,358.279,242.697,1.476,0.736,69257.000,294.576,0.762,0.984,0.808,0.822,0.005,0.001,0.676,0.998,BARBUNYA
68164.000,1012.348,352.572,250.020,1.410,0.705,69862.000,294.600,0.792,0.976,0.836,0.836,0.005,0.002,0.698,0.985,BARBUNYA
68167.000,1098.149,385.233,226.142,1.704,0.810,69964.000,294.606,0.789,0.974,0.710,0.765,0.006,0.001,0.585,0.996,BARBUNYA
68173.000,1030.906,368.817,237.012,1.556,0.766,69468.000,294.619,0.771,0.981,0.806,0.799,0.005,0.001,0.638,0.993,BARBUNYA
68187.000,1052.896,377.096,231.801,1.627,0.789,69510.000,294.650,0.757,0.981,0.773,0.781,0.006,0.001,0.611,0.993,BARBUNYA
68210.000,1068.247,374.540,235.440,1.591,0.778,70112.000,294.699,0.780,0.973,0.751,0.787,0.005,0.001,0.619,0.985,BARBUNYA
68218.000,1005.139,384.292,226.618,1.696,0.808,69026.000,294.717,0.748,0.988,0.849,0.767,0.006,0.001,0.588,0.997,BARBUNYA
68247.000,1088.754,370.368,237.864,1.557,0.767,70172.000,294.779,0.768,0.973,0.723,0.796,0.005,0.001,0.633,0.986,BARBUNYA
68269.000,1055.883,344.253,254.077,1.355,0.675,69922.000,294.827,0.749,0.976,0.769,0.856,0.005,0.002,0.733,0.994,BARBUNYA
68272.000,1000.450,350.840,248.483,1.412,0.706,69358.000,294.833,0.779,0.984,0.857,0.840,0.005,0.002,0.706,0.997,BARBUNYA
68282.000,1027.342,374.667,232.819,1.609,0.783,69244.000,294.855,0.796,0.986,0.813,0.787,0.005,0.001,0.619,0.997,BARBUNYA
68309.000,1097.068,381.575,229.152,1.665,0.800,69725.000,294.913,0.700,0.980,0.713,0.773,0.006,0.001,0.597,0.995,BARBUNYA
68384.000,1005.668,363.010,240.874,1.507,0.748,69167.000,295.075,0.744,0.989,0.850,0.813,0.005,0.001,0.661,0.996,BARBUNYA
68384.000,985.315,364.763,239.064,1.526,0.755,69193.000,295.075,0.748,0.988,0.885,0.809,0.005,0.001,0.654,0.998,BARBUNYA
68389.000,1030.293,344.678,253.654,1.359,0.677,69587.000,295.086,0.792,0.983,0.810,0.856,0.005,0.002,0.733,0.996,BARBUNYA
68451.000,1002.041,384.894,228.071,1.688,0.806,69370.000,295.219,0.720,0.987,0.857,0.767,0.006,0.001,0.588,0.993,BARBUNYA
68456.000,1005.058,377.282,232.933,1.620,0.787,69503.000,295.230,0.786,0.985,0.852,0.783,0.006,0.001,0.612,0.992,BARBUNYA
68460.000,1022.328,373.070,236.510,1.577,0.773,69842.000,295.239,0.704,0.980,0.823,0.791,0.005,0.001,0.626,0.988,BARBUNYA
68470.000,1015.665,344.135,255.581,1.346,0.670,69737.000,295.260,0.812,0.982,0.834,0.858,0.005,0.002,0.736,0.991,BARBUNYA
68478.000,1070.054,361.964,243.278,1.488,0.740,69587.000,295.278,0.687,0.984,0.752,0.816,0.005,0.001,0.665,0.990,BARBUNYA
68488.000,1019.038,349.307,249.943,1.398,0.699,69675.000,295.299,0.761,0.983,0.829,0.845,0.005,0.002,0.715,0.999,BARBUNYA
68500.000,1007.140,339.417,257.417,1.319,0.652,69506.000,295.325,0.766,0.986,0.849,0.870,0.005,0.002,0.757,0.998,BARBUNYA
68513.000,1015.202,359.080,243.544,1.474,0.735,69406.000,295.353,0.817,0.987,0.835,0.823,0.005,0.001,0.677,0.998,BARBUNYA
